prNumber,Author,measure,relation,Network_x,DB_x,Interpreter_x,Logging_x,Data Structure_x,i18n_x,Setup_x,Microservices_x,Test_x,IO_x,UI_x,App_x,issueTitle,issueBody,issue_Comments,NLP_y,APM_y,Network_y,DB_y,Interpreter_y,Logging_y,Lang_y,Data Structure_y,DevOps_y,i18n_y,Setup_y,Microservices_y,Test_y,Search_y,IO_y,UI_y,Parser_y,Security_y,Cloud_y,App_y,Title,Body,Comments
4964,Vincent Gagnon,0.6667,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,remove ui threadlist for maintable as it prevents sorting in maintable,4886renenables sortingtried a bit around and could not find any side issue so far        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks for the report that is definitely a regression bug it was working fine a few versions ago if i remember correctlyedit// confirmed on windows 10 with 47f43ca63616f04bfa780c9a8d83143d919d1f80 tjabref 50-devwindows 10 100 amd64 java 180_202 || @tobiasdiez  i found the issue: in the maintable if i remove the bindings wrapper it works again``` thissetitems(bindingshelperforui(modelgetentriesfilteredandsorted()))        // enable sorting        modelgetentriesfilteredandsorted()comparatorproperty()bind(thiscomparatorproperty())``` || the issue is not solved in the latest snapshot of today (`2019-05-06 c168c4978`) || @siedlerchr @tobiasdiez what is the problem with this why is the correction not yet applied? it renders my working with jabref very difficult the version snapshot--2019-05-10--master--751c5b5e7 does not have sorting back || please be patient!  we understand that this is an important issue as long as the issue is not closed its not fixed no need to constantly question it  come on you know the ruleswhile the fix looks simple it might have other consequences which we need to check but i will look at it in detail now || should be fixe now in the latest master 3baa6bd we would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version || great it works! thanks,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
4604,Rob Platt,0.6667,=,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,enable default cursor for new entry,4600sets text field on focus at the end of initialization by running the javafx thread-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks to @chelseyong this is now implemented in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
4258,Vincent Gagnon,0.6667,=,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
1944,Rob Platt,0.6667,=,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,try around with xmlunit,   -->see #1943 for details -  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
1888,Vincent Gagnon,0.6667,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,do not mark a new database as changed,1881  i missed an if-statement when inverting an if/else in #1830 - ~~ change in changelogmd described~~ - introduced in development version only (fortunately)-  manually tested changed features in running jabref,|| this is already the case? _file_ -> _new database_ *- do nothing - *_file_ -> _close database_no message is shown || not in my development version just noticed it so i think it is something quite recent || i can confirm this behaviour in the dev version on windows to || my bad ill add a pr fixing this in a minute,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
3709,Rob Platt,0.6667,=,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,group separator escaping,3646,|| duplicate of #365,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
1443,Vincent Gagnon,0.6667,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,651: improve parsing of author names containing braces,651-  change in changelogmd described-  -   (),|| yeapi remove all the latex stuf and opened ok (the eof error persist) || one should probably use the bibtex-vm-based name formatters || note that the above is a bad example since the correct way to write the acute accent is `\{e}` and `h\{e}l\grave{e}ne fiaux` is correctly written as `fiaux h`however `h{e}lene fiaux` results in the unexpected `fiaux he` || i propose to close this as it is only a very minor bug which only occurs in very special circumstances with bad input any objections @jabref/developers ?,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5210,Rob Platt,0.5,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| cannot confirm under windows please try java 8u202 as there have been several bug fixes for mac: || it still persists with latest (18u202) oracle jdk || addon: if an entry is pasted into the maintable it is also pasted twice || reproduced this bug start to work on it  || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5210,Rob Platt,0.5,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| seems to be only a mac issue on windows 10 i cannot confirm this try updating your java to 8u202 there have been several mac specific fixes || > seems to be only a mac issue on windows 10 i cannot confirm this> try updating your java to 8u202 there have been several mac specific fixesi did the update  however the issue is unaffected || i have a mac os i will investigate it  || @bdcaf  @tobiasdiez  cant reproduce it run jabref via `intellij idea` latest master || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5210,Graeme Stewart,0.5,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| cannot confirm under windows please try java 8u202 as there have been several bug fixes for mac: || it still persists with latest (18u202) oracle jdk || addon: if an entry is pasted into the maintable it is also pasted twice || reproduced this bug start to work on it  || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, Change  duplicates  window to recall size/position, The  Possible duplicate entries  window now remembers its size and position throughout a session ([#6582](https://github.com/JabRef/jabref/issues/6582)). This was done by adding a DialogWindowState class to the gui utils. This class stores the size and position of the dialog window. The StateManager class was modified to store this object. It is retrieved whenever a new DuplicateResolverDialog object is created to get the previous size and position and is updated whenever the user proceeds through the dialog options. The DialogWindowState class can be re-used if this feature is needed for other dialog windows.  This is my first ever pull request so please let me know what you think or whether I need to re-tool my approach to be more in line with the structure of the rest of the code! I did not include any screenshots as this felt like a sort of awkward fix to try and take screenshots of.  - [x] Change in CHANGELOG.md described (if applicable) - [ ] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5210,Graeme Stewart,0.5,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| seems to be only a mac issue on windows 10 i cannot confirm this try updating your java to 8u202 there have been several mac specific fixes || > seems to be only a mac issue on windows 10 i cannot confirm this> try updating your java to 8u202 there have been several mac specific fixesi did the update  however the issue is unaffected || i have a mac os i will investigate it  || @bdcaf  @tobiasdiez  cant reproduce it run jabref via `intellij idea` latest master || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, Change  duplicates  window to recall size/position, The  Possible duplicate entries  window now remembers its size and position throughout a session ([#6582](https://github.com/JabRef/jabref/issues/6582)). This was done by adding a DialogWindowState class to the gui utils. This class stores the size and position of the dialog window. The StateManager class was modified to store this object. It is retrieved whenever a new DuplicateResolverDialog object is created to get the previous size and position and is updated whenever the user proceeds through the dialog options. The DialogWindowState class can be re-used if this feature is needed for other dialog windows.  This is my first ever pull request so please let me know what you think or whether I need to re-tool my approach to be more in line with the structure of the rest of the code! I did not include any screenshots as this felt like a sort of awkward fix to try and take screenshots of.  - [x] Change in CHANGELOG.md described (if applicable) - [ ] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5454,Vincent Gagnon,0.4286,=,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| @tobiasdiez im working on this,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5454,Vincent Gagnon,0.4286,=,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| jabref 50-devlinux 500-27-generic amd64 java 180_222cannot reproduce the behaviour mentioned above i reckon this has now been fixed with  (?) || i will start investigations on this || jabref 50-devlinux 500-27-generic amd64 java 1104ok i can now reproduce this behaviour with the current snap version on the --edge channel this indicates that this issue was introduced somewhere between the release of the current snap version (or rather the one from 9th september) on the --beta channel and the current snap version on the --edge channel || @cyraxsector  you can try to narrow down the bug a git bisect: || cannot reproduce the behavior mentioned above can you please provide more information || jabref 50-dev--snapshot--2019-09-26--master--1a6c92c79windows 10 100 amd64 java 1104-bellsofti can still reproduce this behaviour you can force it to happen by scrolling with the mouse wheel in the fetcher sidepane and then switching back to just scrolling with the mouseif you just scroll with the mouse (without using the mouse wheel) you will sometimes encounter the issue and sometimes not but by using the mouse wheel scrolling first and then the mouse scrolling itself afterwards the issue always appears || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 500-dev--2019-10-18----bc26c3ac5windows 10 100 amd64 java 1202i can confirm that this has been fixed in the current dev version,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
925,Ali,0.4,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1, Fixed validation before typing in new entry dialog #7020 add ability to insert arxivId Optimize saving, Do not show an error message if there is no error Fixes #7020 #2292  Pasted  arxivId  creates new BibEntry    <!--  - Go through the list below. If a task has been completed  mark it done by using  [x] . - Please don t remove any items  just leave them unchecked if they are not applicable. -->  - [x] Change in  CHANGELOG.md  described in a way that is understandable for the average user (if applicable) - [x] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [x] Screenshots added in PR description (for UI changes) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository. #7265 Changed to simpleDateFormatter it doesn t throw a lot of exception  <!--  - Go through the list below. If a task has been completed  mark it done by using  [x] . - Please don t remove any items  just leave them unchecked if they are not applicable. -->  - [x] Change in  CHANGELOG.md  described in a way that is understandable for the average user (if applicable) - [x] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [x] Screenshots added in PR description (for UI changes) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
925,Timucin Merdin,0.4,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1, Add multi-sentence title formatting to sentence case and title case add Cleanup for copying over physcial review article id as the page n… add selection copy to preview window Simplify biblatex entry type form, Fixes https://github.com/JabRef/jabref/issues/6759  Added support for multiple-sentence title formatting for the  Sentence Case  and  Title Case  options by using a regular expression to first split the input into sentences  and afterwards processing those sentences individually. A RegEx might not be the best choice for natural language processing but since most titles are only 1 sentence long  the proposed RegEx should cover the vast majority of cases. Also added additional test cases for Sentence Case and Title Case formatting. The old tests are assuming one sentence titles but are still applicable.  - [ ] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository. Fixes #7019   Added a cleanup to copy over the article id as the page number for APS journals. This only happens if the page number doesn t exist already.  <!--  Describe the changes you have made here: what  why  ...  Link issues that are fixed  e.g.  Fixes #333 . If you fixed a koppor issue  link it  e.g.  Fixes https://github.com/koppor/jabref/issues/47 . The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   <!--  - Go through the list below. If a task has been completed  mark it done by using  [x] . - Please don t remove any items  just leave them unchecked if they are not applicable. -->  - [ ] Change in CHANGELOG.md described (if applicable) - [ ] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository. Fixes #6962  Added a feature that allows users to copy highlighted text in the preview window  Screenshot:  ![100c67ff4e73c1cb3ea8e4385da41cdd](https://user-images.githubusercontent.com/47194464/106947983-7179e280-672b-11eb-8a7c-4eef008ab992.png)   - [x] Change in CHANGELOG.md described (if applicable) - [ ] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [x] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository. Fixes #6730  Related PR: #7485  This is a follow-up PR that simplifies the select entry type form in biblatex mode.  Screenshots: ![entryFormNonExpand](https://user-images.githubusercontent.com/47194464/110112312-dc155100-7db1-11eb-9d94-2e4d1f9fff2e.png)  Expanded: ![entryFormExpand](https://user-images.githubusercontent.com/47194464/110112332-e46d8c00-7db1-11eb-8d98-179114e1ec1f.png)   - [x] Change in  CHANGELOG.md  described in a way that is understandable for the average user (if applicable) - [ ] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [x] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
