prNumber,Author,measure,relation,Network_x,DB_x,Interpreter_x,Logging_x,Data Structure_x,i18n_x,Setup_x,Microservices_x,Test_x,IO_x,UI_x,App_x,issueTitle,issueBody,issue_Comments,Util_y,Network_y,Interpreter_y,Error Handling_y,Lang_y,i18n_y,Setup_y,Logic_y,IO_y,Security_y,Event Handling_y,App_y,Title,Body,Comments
1192,Jeffrey Falgout,0.2,=,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,preview panel is now updated when an entry is cut/deleted (again),when i fixed #936 some time ago (pr: #937) i made a tiny errorthe issue was to hide the preview panel when deleting/cutting an entry but it also hid it when aborting the delete-confirmation-dialogi too refactored both actions a little to make it easier for future changesi also removed in `undoableremoveentry` and `undoableinsertentry` the id generation,|| nice video :smile: for reproducing the issue!,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
1192,Charles Munger,0.2,=,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,preview panel is now updated when an entry is cut/deleted (again),when i fixed #936 some time ago (pr: #937) i made a tiny errorthe issue was to hide the preview panel when deleting/cutting an entry but it also hid it when aborting the delete-confirmation-dialogi too refactored both actions a little to make it easier for future changesi also removed in `undoableremoveentry` and `undoableinsertentry` the id generation,|| nice video :smile: for reproducing the issue!,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
2226,Piotrek Żygieło,0.2,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix for #2218: reenable ads fetcher,(see #2218)fetcher is now working again- ~~ change in changelogmd described~~ affected search based fetcher still unreleased-  tests ~~created for changes~~ pass again- ~~  ()~~-  manually tested changed features in running jabref- ~~  ( [helpjabreforg]( ~~ if you changed the localization: did you run `gradle ate`?~~,|| potential quickfix: user agent? || maybe you can go ahead and try! || not from my smartphone :wink:,0,0,0,1,0,1,0,0,1,0,0,0, Add field type in @Mock example, javadoc-only change <sup>(IMO not worth separate issue nor RN mentioning.)</sup>,
3551,Jeffrey Falgout,0.2,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,make path relative when adding automatically found file,3476   -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| hirelative links are created automatically and this depends on your settings there are 4 settings for files:1 checkbox: use bibfile as main file location -> overwrites all other settings2 main file directory globally in jabref valid for all files3 use and library setting in the properties of the bib file: here you can also enter relative pathso depending on your settings jabref will relatvize all paths against the first found file directory || hiall of these 3 were set in jabref 40 and are still set in the development version im using now (1 checked 2 set to `/home/bitzer/papers` and 3 set to `/home/bitzer/papers` too) still version 40 added relative paths while the development version adds absolute paths || is the location of the bibfile the same as /home/bitzer/papers? if not then uncheck the combobox || yes the bibfile is in /home/bitzer/papers itself also the issue persists in the newest version jabref-41-dev--snapshot--2017-12-08--master--6f39151a7jar || ah i now can reproduce your  behavior it is the auto link which adds it as absolute path if you manually select the file it is correct i will be working on a fix for this || cool thank you!,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
3551,Charles Munger,0.2,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,make path relative when adding automatically found file,3476   -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| hirelative links are created automatically and this depends on your settings there are 4 settings for files:1 checkbox: use bibfile as main file location -> overwrites all other settings2 main file directory globally in jabref valid for all files3 use and library setting in the properties of the bib file: here you can also enter relative pathso depending on your settings jabref will relatvize all paths against the first found file directory || hiall of these 3 were set in jabref 40 and are still set in the development version im using now (1 checked 2 set to `/home/bitzer/papers` and 3 set to `/home/bitzer/papers` too) still version 40 added relative paths while the development version adds absolute paths || is the location of the bibfile the same as /home/bitzer/papers? if not then uncheck the combobox || yes the bibfile is in /home/bitzer/papers itself also the issue persists in the newest version jabref-41-dev--snapshot--2017-12-08--master--6f39151a7jar || ah i now can reproduce your  behavior it is the auto link which adds it as absolute path if you manually select the file it is correct i will be working on a fix for this || cool thank you!,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
4245,Jeffrey Falgout,0.2,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix style issues in about dialog,        ( (      because github does not support autolinking there -->4202 and a few other small style related issues i also created a little new app that make it simple to test the display of javafx controls as of now i only added a lot of buttons in different styles and states:( merge instead of squashing the commits-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| confirmed under windows 10 latest master the window is too small to show the buttons at bottom and you cant resize them( || i digged a bit into this must be related to some binding the change of our dialog layout stuff under the hood the information for authors etc is correctly filled in the variables - so its not the problemin contrast to other dialogs the binding are directly defined in the fxml,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
4245,Charles Munger,0.2,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix style issues in about dialog,        ( (      because github does not support autolinking there -->4202 and a few other small style related issues i also created a little new app that make it simple to test the display of javafx controls as of now i only added a lot of buttons in different styles and states:( merge instead of squashing the commits-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| confirmed under windows 10 latest master the window is too small to show the buttons at bottom and you cant resize them( || i digged a bit into this must be related to some binding the change of our dialog layout stuff under the hood the information for authors etc is correctly filled in the variables - so its not the problemin contrast to other dialogs the binding are directly defined in the fxml,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
5454,Jeffrey Falgout,0.2,=,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| @tobiasdiez im working on this,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
5454,Jeffrey Falgout,0.2,=,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| jabref 50-devlinux 500-27-generic amd64 java 180_222cannot reproduce the behaviour mentioned above i reckon this has now been fixed with  (?) || i will start investigations on this || jabref 50-devlinux 500-27-generic amd64 java 1104ok i can now reproduce this behaviour with the current snap version on the --edge channel this indicates that this issue was introduced somewhere between the release of the current snap version (or rather the one from 9th september) on the --beta channel and the current snap version on the --edge channel || @cyraxsector  you can try to narrow down the bug a git bisect: || cannot reproduce the behavior mentioned above can you please provide more information || jabref 50-dev--snapshot--2019-09-26--master--1a6c92c79windows 10 100 amd64 java 1104-bellsofti can still reproduce this behaviour you can force it to happen by scrolling with the mouse wheel in the fetcher sidepane and then switching back to just scrolling with the mouseif you just scroll with the mouse (without using the mouse wheel) you will sometimes encounter the issue and sometimes not but by using the mouse wheel scrolling first and then the mouse scrolling itself afterwards the issue always appears || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 500-dev--2019-10-18----bc26c3ac5windows 10 100 amd64 java 1202i can confirm that this has been fixed in the current dev version,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
5454,Charles Munger,0.2,=,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| @tobiasdiez im working on this,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
5454,Charles Munger,0.2,=,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| jabref 50-devlinux 500-27-generic amd64 java 180_222cannot reproduce the behaviour mentioned above i reckon this has now been fixed with  (?) || i will start investigations on this || jabref 50-devlinux 500-27-generic amd64 java 1104ok i can now reproduce this behaviour with the current snap version on the --edge channel this indicates that this issue was introduced somewhere between the release of the current snap version (or rather the one from 9th september) on the --beta channel and the current snap version on the --edge channel || @cyraxsector  you can try to narrow down the bug a git bisect: || cannot reproduce the behavior mentioned above can you please provide more information || jabref 50-dev--snapshot--2019-09-26--master--1a6c92c79windows 10 100 amd64 java 1104-bellsofti can still reproduce this behaviour you can force it to happen by scrolling with the mouse wheel in the fetcher sidepane and then switching back to just scrolling with the mouseif you just scroll with the mouse (without using the mouse wheel) you will sometimes encounter the issue and sometimes not but by using the mouse wheel scrolling first and then the mouse scrolling itself afterwards the issue always appears || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 500-dev--2019-10-18----bc26c3ac5windows 10 100 amd64 java 1202i can confirm that this has been fixed in the current dev version,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
1487,Jeffrey Falgout,0.2,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,implement getextension and getdescription for importers,implement getextension and getdescription for importers #1444 -  change in changelogmd described-  ,|| should be fixed by #1487 isnt it?,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
1487,Charles Munger,0.2,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,implement getextension and getdescription for importers,implement getextension and getdescription for importers #1444 -  change in changelogmd described-  ,|| should be fixed by #1487 isnt it?,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
937,Piotrek Żygieło,0.2,=,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,preview panel is now updated when an entry is cut/deleted,936when an entry is cut/deleted the preview panel will be hidden due to the fact that no entry is selected anymore-  change in changelogmd described?-  ? ( )-  ?-  ?,|| nice video :smile: for reproducing the issue!,0,0,0,1,0,1,0,0,1,0,0,0, Add field type in @Mock example, javadoc-only change <sup>(IMO not worth separate issue nor RN mentioning.)</sup>,
2211,Jeffrey Falgout,0.2,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,prevent the search to get focus when deleting/pasting an entry,fixes: #2208when you delete an entry the focus will no longer jump to the searchbar instead it will select the next entry (also counts for pasting),|| @bartsch-dev could you have a look? üòá,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
2211,Charles Munger,0.2,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,prevent the search to get focus when deleting/pasting an entry,fixes: #2208when you delete an entry the focus will no longer jump to the searchbar instead it will select the next entry (also counts for pasting),|| @bartsch-dev could you have a look? üòá,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
4964,Jeffrey Falgout,0.2,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,remove ui threadlist for maintable as it prevents sorting in maintable,4886renenables sortingtried a bit around and could not find any side issue so far        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks for the report that is definitely a regression bug it was working fine a few versions ago if i remember correctlyedit// confirmed on windows 10 with 47f43ca63616f04bfa780c9a8d83143d919d1f80 tjabref 50-devwindows 10 100 amd64 java 180_202 || @tobiasdiez  i found the issue: in the maintable if i remove the bindings wrapper it works again``` thissetitems(bindingshelperforui(modelgetentriesfilteredandsorted()))        // enable sorting        modelgetentriesfilteredandsorted()comparatorproperty()bind(thiscomparatorproperty())``` || the issue is not solved in the latest snapshot of today (`2019-05-06 c168c4978`) || @siedlerchr @tobiasdiez what is the problem with this why is the correction not yet applied? it renders my working with jabref very difficult the version snapshot--2019-05-10--master--751c5b5e7 does not have sorting back || please be patient!  we understand that this is an important issue as long as the issue is not closed its not fixed no need to constantly question it  come on you know the ruleswhile the fix looks simple it might have other consequences which we need to check but i will look at it in detail now || should be fixe now in the latest master 3baa6bd we would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version || great it works! thanks,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
4964,Charles Munger,0.2,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,remove ui threadlist for maintable as it prevents sorting in maintable,4886renenables sortingtried a bit around and could not find any side issue so far        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks for the report that is definitely a regression bug it was working fine a few versions ago if i remember correctlyedit// confirmed on windows 10 with 47f43ca63616f04bfa780c9a8d83143d919d1f80 tjabref 50-devwindows 10 100 amd64 java 180_202 || @tobiasdiez  i found the issue: in the maintable if i remove the bindings wrapper it works again``` thissetitems(bindingshelperforui(modelgetentriesfilteredandsorted()))        // enable sorting        modelgetentriesfilteredandsorted()comparatorproperty()bind(thiscomparatorproperty())``` || the issue is not solved in the latest snapshot of today (`2019-05-06 c168c4978`) || @siedlerchr @tobiasdiez what is the problem with this why is the correction not yet applied? it renders my working with jabref very difficult the version snapshot--2019-05-10--master--751c5b5e7 does not have sorting back || please be patient!  we understand that this is an important issue as long as the issue is not closed its not fixed no need to constantly question it  come on you know the ruleswhile the fix looks simple it might have other consequences which we need to check but i will look at it in detail now || should be fixe now in the latest master 3baa6bd we would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version || great it works! thanks,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
4258,Jeffrey Falgout,0.2,=,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
4258,Charles Munger,0.2,=,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
1888,Jeffrey Falgout,0.2,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,do not mark a new database as changed,1881  i missed an if-statement when inverting an if/else in #1830 - ~~ change in changelogmd described~~ - introduced in development version only (fortunately)-  manually tested changed features in running jabref,|| this is already the case? _file_ -> _new database_ *- do nothing - *_file_ -> _close database_no message is shown || not in my development version just noticed it so i think it is something quite recent || i can confirm this behaviour in the dev version on windows to || my bad ill add a pr fixing this in a minute,1,1,1,1,0,1,0,1,1,0,0,1, Fully register a class ancestry for GenericMetadataSupport Fixes #497 : RETURNS_DEEP_STUBS may try to mock final classes, The old implemention would take a class X and consider all of its superclasses and the interfaces implemented by X and the interfaces implemented by all of its superclasses.  The new implementation also considers the superinterfaces of the interfaces implemented by X and the superinterfaces of the interfaces implemented by its superclasses.  Fixes #497 Fixes #497  With deep stubs  it was possible for generic metadata to be lost/unused through nested invocations on non generic types. This could cause  RETURNS_DEEP_STUBS  to try mocking final classes which would result in a  ClassCastException .  Apparently my other PR (#549) wasn t quite enough to fully fix this problem.  ---  **EDITED by mockito team**,
1888,Charles Munger,0.2,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,do not mark a new database as changed,1881  i missed an if-statement when inverting an if/else in #1830 - ~~ change in changelogmd described~~ - introduced in development version only (fortunately)-  manually tested changed features in running jabref,|| this is already the case? _file_ -> _new database_ *- do nothing - *_file_ -> _close database_no message is shown || not in my development version just noticed it so i think it is something quite recent || i can confirm this behaviour in the dev version on windows to || my bad ill add a pr fixing this in a minute,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
