Util_x,Network_x,Interpreter_x,Error Handling_x,Lang_x,i18n_x,Setup_x,Logic_x,IO_x,Security_x,Event Handling_x,App_x,Author,prNumber,Util_y,Network_y,Interpreter_y,Error Handling_y,Lang_y,i18n_y,Setup_y,Logic_y,IO_y,Security_y,Event Handling_y,App_y,Title,Body,Comments
1,1,0,1,0,0,1,1,0,0,1,1,Naoki Takezoe, 1931,1,0,0,1,0,1,0,1,0,0,1,0, Update report message to use any() instead of anyObject(), Because  anyObject()  has already been deprecated  it would be better to push to use  any()  instead.  > Hey   >  > Thanks for the contribution  this is awesome. > As you may have read  project members have somehow an opinionated view on what and how should be > Mockito  e.g. we don t want mockito to be a feature bloat. > There may be a thorough review  with feedback -> code change loop. >  > Which branch :  > - On mockito 3.x  make your pull request target  release/3.x  > - On mockito 2.x  make your pull request target  release/2.x  (2.x is in maintenance mode) > > _This block can be removed_ > _Something wrong in the template fix it here  .github/PULL_REQUEST_TEMPLATE.md    check list   - [x] Read the [contributing guide](https://github.com/mockito/mockito/blob/release/3.x/.github/CONTRIBUTING.md)  - [x] PR should be motivated  i.e. what does it fix  why  and if relevant how  - [ ] If possible / relevant include an example in the description  that could help all readers        including project members to get a better picture of the change  - [x] Avoid other runtime dependencies  - [x] Meaningful commit history   intention is important please rebase your commit history so that each        commit is meaningful and help the people that will explore a change in 2 years  - [x] The pull request follows coding style  - [ ] Mention  Fixes #<issue number>  in the description _if relevant_  - [ ] At least one commit should mention  Fixes #<issue number>  _if relevant_,
1,0,0,1,0,0,0,1,0,0,0,1,Robert Chmielowiec, 1978,1,1,0,1,0,0,1,1,0,0,1,1, Fix Javadoc invalid syntax, Escape @ character to html entity.  Fixes https://github.com/mockito/mockito/issues/1977,
1,0,0,0,0,0,0,1,0,0,0,1,Andrei Silviu Dragnea, 1847 1928,1,0,0,1,0,1,1,1,0,0,1,1, Fixed undetected unused stubbing when matching previous stubbed call JUnit 5 strict stubs check should not suppress the regular test failure, Fixes #1846 If the test fails  MockitoExtension should not check for strict stubs at the end of the test  because the possible UnnecessaryStubbingException will end up as a suppressed exception on the test s initial failure.,
1,0,0,1,0,0,0,1,0,0,0,1,Hans Joachim Desserud, 511 525 673,1,0,0,0,0,1,0,1,1,0,0,1, Fix some warnings Add regression test for #508 Removed duplicate test, Fixed various warnings  mostly unused imports  but also a couple of unnecessary semicolons and interface modifiers.   ./gradlew build  built successfully. As mentioned in the bug report for #508   adds a test which would catch this issue if it happened to regress in the future. Hello again :p   I originally requested this test to be added in #525 after the underlying problem had been resolved. While browsing the code now  I discovered that it had already been added (as https://github.com/mockito/mockito/blob/master/src/test/java/org/mockitousage/bugs/DiamondInheritanceIsConfusingMockitoTest.java). This probably doesn t need to be tested twice  so I ve removed the duplicate test.,
1,0,0,1,0,1,0,1,0,0,0,0,Roi Atalla, 434,1,0,0,1,0,0,1,1,0,0,0,1, Very tiny typo., Missing word in error message.,
1,0,0,1,0,1,0,1,0,0,0,1,Christoph Dreis, 1849,1,0,0,1,0,1,1,1,1,0,1,1, Performance optimization by using Method.getParameterCount() where possible, Hi   as described in #1848 we could make use of  Method.getParameterCount()  in order to save some overhead from unnecessary cloning caused by  Method.getParameterTypes() .  As this is my first contribution to Mockito  let me know if I can do something to help.  Let me know what you think. Cheers  Christoph,
1,0,0,1,0,0,0,1,0,0,0,1,David J. M. Karlsen, 386,1,0,0,1,0,0,0,1,0,0,0,1, Remove deprecated code, Fixes for #374 - more left though.,
1,0,0,0,0,1,0,1,0,0,0,1,Eugene Ivakhno, 229,1,0,0,0,0,1,0,1,0,0,0,0, Fixes #228: fixed a verify() call example in @Captor javadoc, nan,
1,0,0,1,0,1,1,1,0,0,0,1,Charles Munger, 2306 2312 2318,1,1,1,1,0,1,0,1,1,0,0,1, Use the parent classloader if the context classloader is a child of it. Undo parent for MultipleParentsClassLoader Check package-privacy of method params, This should only affect cases that previously would have thrown an exception. Fixes #2303 66998ea7f81c6adf49983cea081586e19760b7a0 inadvertently undid a change from 9bc9be6d0fb1809346dcd02b22ced477816e0fc1  which breaks behavior under some classloaders that special-case mockito classes. Use of an explicit parent with  MultipleParentsClassLoader  appears to be discouraged in the documentation also.  Followup for #2303 This patch handles methods where an interface uses a package-private type as a param or return value - without it  the generated mock class will produce AbstractMethodError  since its methods do not actually override the methods of the interfaces.  Followup on #2303,
1,1,0,1,0,1,0,1,0,0,1,1,Marc Philipp, 1301 1672 1821,1,0,0,1,0,1,0,1,1,0,0,1, Extend MockitoSession(Builder) API to enable usage by testing frameworks Report initialization failures per test method Guard against multiple evaluations of before statement, The first commit in this PR fixes #1232. In the additional commits  I ve taken the liberty to implement my proposals from https://github.com/mockito/mockito/issues/445#issuecomment-358407562:  - Add  MockitoSessionBuilder.name(String)  to pass a name from the testing framework to the  MockitoSession  - Add  MockitoSessionBuilder.logger(MockitoSessionLogger)  to customize the logger used for hints/warnings produced when finishing mocking (useful for testing and to connect reporting capabilities provided by testing frameworks such as JUnit Jupiter) - Add  MockitoSession.finishMocking(Throwable)  to avoid potentially confusing warnings for failing tests - Add  MockitoSession.setStrictness(Strictness)  to change the strictness of the current session (there were two test cases requiring that)  Each of these changes is in a separate commit. Thus  it should be relatively easy to take only those changes that you think good  or just the first one to fix #1232.  To showcase that this new API is sufficient to implement an extension of a testing framework  I ve changed the  JUnitRule  implementation to use it. Prior to this commit   DefaultInternalRunner  threw an exception when  MockitoAnnotations.initMocks()  failed from the overridden  withBefores  method. Instead  it now returns a  Statement  that is responsible for initializing. Potential exceptions are then handled by JUnit  regardless whether version 4.12 or 4.13-beta-2 is used. Instead of reporting a class-level error  JUnit will now report a failure for each test method in such test classes.  Related issue: junit-team/junit4#1599   - [x] Read the [contributing guide](https://github.com/mockito/mockito/blob/release/2.x/.github/CONTRIBUTING.md)  - [x] PR should be motivated  i.e. what does it fix  why  and if relevant how  - [ ] If possible / relevant include an example in the description  that could help all readers        including project members to get a better picture of the change  - [x] Avoid other runtime dependencies  - [x] Meaningful commit history   intention is important please rebase your commit history so that each        commit is meaningful and help the people that will explore a change in 2 years  - [x] The pull request follows coding style  - [x] Mention  Fixes #<issue number>  in the description _if relevant_  - [x] At least one commit should mention  Fixes #<issue number>  _if relevant_ Some rules evaluate the base statement multiple times  e.g. to execute tests repeatedly. The changes made in #1672 led to an exception in such cases because the  MockitoListener  was registered multiple times. Now  we only add the listener the first time the statement is evaluated in order to restore the old behavior.  Fixes #1767.,
1,0,0,1,0,1,0,1,1,0,0,1,Ariel Isaac, 301,1,0,0,1,0,1,1,1,0,0,0,1, Refactor some utilities and TODO done, Hey guys  awesome framework +1 i ve been looking at the code and i did some improvements  also i did a TODO but i m not quite sure how to handle that null check it would be awesome if you could check it out @bric3 @szczepiq   Answers.java : private is not required  ClassPathLoader.java: Removed unnecessary imports ScenarioPrinter.java: Changed the string concat into another append MockHandlerFactory.java: Return statement changed to be inline ValuePrinter.java: TODO done  null check added  Edit  ReleaseNotesExtension : Made authToken a final String  Edit 2:  Some improvements to the ThreadTests :),
1,0,0,1,0,1,0,1,0,0,0,1,Urs Metz, 344,0,0,0,1,0,0,0,1,0,0,0,0, Show correct location of unwanted interaction with mock when using MockitoJUnitRule, This pull request by @indy5858 and me changes the stacktrace filtering so that when using  MockitoJUnitRule  the correct location of an unwanted interaction with a mock.  Before this commit the location on an unwanted interaction was not reported properly. Instead of      No interactions wanted here: -> at <package>.<TestClass>.<testMethod>(<TestClass.java>:<lineNumber>)      the assertion message said:      No interactions wanted here: -> at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)      The issue with the current behaviour in master is that all stacktrace elements above an element containing  org.mockito.  are removed. As  org.mockito.internal.junit.JUnitRule  fullfills this condition and comes below the  payload  (i.e. test code and code under test) stack elements the interesting part of the stack is filtered. In case the pull request #317 (which we only found after hacking on this) is merged this pull becomes obsolete except for the two tests that are added: - checking that the  payload  stack elements aren t removed from the stack and - a test for removal of the Byte Buddy stack elements.,
1,0,0,1,0,0,1,1,0,0,1,1,Vineet Kumar, 376 377,0,0,0,0,0,1,0,0,0,0,0,0, Fix typo in example in javadoc. Remove duplication., This is a trivial javadoc-only change  just fixing a typo. simple documentation-only change.,
1,0,0,1,0,0,1,1,0,0,1,1,Federico Fissore, 1733 1799 995,1,1,0,1,0,1,1,1,1,0,1,1, verifyNoInteractions guarantees no interactions with mock Fixes placeholder  3.x.x  version in javadoc with correct  3.0.1 verifyZeroInteractions guarantees zero interactions instead of just delegating to verifyNoMoreInteractions, With #995 I provided a fix to #977 and #989 However that PR targeted  master   which eventually became  old-3.x   and its code didn t make it into  release/3.x . #977 and #989 should be reopened.  I have back-ported that PR to target  release/3.x .  verifyZeroInteractions  is marked as  @Deprecated  and a new  verifyNoInteractions  is added. There are no breaking changes AFAIK  so this code is backwards compatible. Since I don t know if/when this code will ship  javadocs contain a placeholder  Since 3.x.x This is a small javadoc fix  When I contributed with #1733  I didn t know which version of mockito will have included it  so I left a placeholder  3.x.x  in the javadoc. I then forgot to update the code once  3.0.1  was tagged. Fixes #989   verifyZeroInteractions  no longer delegates to  verifyNoMoreInteractions  Instead  it fetches the number of invocations made to the mock and checks if they are zero  failing otherwise  I m not sure if the style of my code complies with mockito: please let me know what to change and where to look to make it more mockitoish,
1,0,0,0,0,1,0,1,0,0,0,0,Arend v. Reinersdorff, 1745 1092,1,1,0,1,0,0,1,1,0,0,1,1, Fixes #1743: Clarify default answer in 3.0.0 Fix link to Mockito JUnit rule heading, API changes postponed to 4.0.0. Default answer has not been changed in 3.0.0. nan,
1,0,0,0,0,1,0,1,0,0,0,0,Vladislav, 1125,1,1,0,1,0,0,1,1,0,0,1,1, Fix typo: Remove repeated  a, nan,
1,0,0,1,0,1,0,1,0,0,1,1,Dimos Raptis, 896,1,1,0,1,0,0,1,1,0,0,1,1, Clarify documentation for consecutive stubbing, Fixes #895  As of now  the documentation does not clarify the difference of behaviour between chaining multiple .thenReturn() statements and using multiple when/thenReturn statements  when someone attempts to perform consecutive stubbing.  I added a warning/clarification in the documentation with a corresponding example  so that it s more clear (especially for new users of Mockito).,
1,0,0,1,0,0,1,1,0,0,0,1,Marcin Grzejszczak, 29 30 56 59,1,0,0,1,0,1,0,1,1,0,1,1, Smarter constructor injection by choosing  biggest  constructor instead of the default one Deep stub style mocks can be serialized Fixed wrong javadoc for AdditionalAnswers Refactoring: Added casts to supress varargs warnings, See https://code.google.com/p/mockito/issues/detail?id=421  Added additional condition to sorting of constructors by checking amount of mockable constructor arguments See https://code.google.com/p/mockito/issues/detail?id=399 Fixed wrong javadoc for AdditionalAnswers nan,
1,0,0,1,0,1,0,1,0,0,1,1,Philip P. Moltmann, 1307 1320 1339,1,1,0,0,0,1,0,1,1,0,0,1, Update public API of InvocationFactory needed for Android static mocking Avoid bytebuddy import Issue to enable repackaging without bytebuddy Enable errorprone build, Fixes #1306  A real method might throw a Throwable  but the invocations produced by InvocationFactory call the real method via a Callable that can only throw a Exception.  Hence add a new method to InvocationFactory that allows to create invocations with a RealMethodBehavior == a Callable that throws a Throwable. This allows libs that use alternate mockmakers do cleanly exclude the bytebuddy subdirectory.  Test: grep -r -e  import org\.mockito\.internal\.creation\.bytebuddy\.[^\.]*$  src/main does not return anything  Offers workaround for #1112 - fix up issues found - placate error prone warning where we know we do something funky - Ignore two tests as it is not immediately clear what is broken   - org.mockitousage.bugs.varargs.VarargsNotPlayingWithAnyObjectTest#shouldNotAllowUsingAnyObjectForVarArgs   - org.mockito.internal.util.PrimitivesTest#should_check_that_value_type_is_assignable_to_wrapper_reference  NOTE: Please carefully review the changes made to the code. I fixed them up as good as I could but a real mockito expert need to verify them.,
1,0,0,1,0,1,0,1,0,0,0,1,Dmitry Timofeev, 1324,0,0,0,0,0,0,0,0,0,0,0,1, Improved stubbing internals and test coverage, Some improvements in exception-stubbing code:  - Clarify intentions in BaseStubbing:   - Replace an obsolete TODO with a clarifying comment and add some tests covering related test cases.   - Extract the code aborting the ongoing stubbing in a separate method that always throws. Use return  abortNullExceptionType  so that static-analysis tools (e.g.  IDEA) yield no false-positives.  - Clarify that ThrowsException always returns the _same_ throwable. The previous  #answer  implementation might give an illusion that  Throwable#fillInStackTrace  produces a new throwable  but that is not correct — it always returns  this . - Also  replace a possible NPE with a descriptive IllegalStateException.,
1,0,0,1,0,1,0,1,0,0,0,1,Bruno Bonanno, 1665,1,0,0,0,0,1,0,1,1,0,0,0, New public API: invocation.getArgumentsAsMatchers(), - New public API: invocation.getArgumentsAsMatchers()  useful for advanced integrations  such as mockito-scala - Some internal refactorings that provide temporary help with mockito-scala integration  Fixes #1664,
1,0,0,1,0,0,0,1,0,0,0,1,Ben Yu, 293 942 1157,1,1,0,1,0,0,1,1,1,0,1,1, Remove validateSerializable() Allow spying on interfaces so that it is convenient to work with Java 8 default methods Add tests to verify and show that @Spy can be used to allow stubbing/verification of List parameters using varargs., Fixes #245:  Remove serializable validation. Fixes #680 Hi  I thought about sending an email first but then figured that I d probably put in the test code as the example anyway  which is what this PR is all about.  I m not completely sure that there isn t already a better way to go about stubbing List params. If there are  I m happy to learn! :),
1,0,0,1,0,1,0,1,0,0,0,1,Dominik Stadler, 1781,1,0,0,0,0,0,0,1,0,0,0,1, Fixes #1780: Close file handle to avoid a file-handle-leak, Fix a small file-handle-leak which pops up when running tests with [file-leak-detector](https://file-leak-detector.kohsuke.org/)   Fixes #1780,
1,1,0,1,0,0,1,1,0,0,1,1,Stuart Blair, 953,0,0,0,1,0,0,1,0,0,0,0,0, Fix Javadocs on MockitoRule.java to correct an error on its usage., Fixing the Javadoc to reflect the API for MockitoJUnitRule  > Hey   >  > Thanks for the contribution  this is awesome. > As you may have read  project members have somehow an opinionated view on what and how should be > Mockito  e.g. we don t want mockito to be a feature bloat. > There may be a thorough review  with feedback -> code change loop. >  > Which branch :  > - On mockito 2.x  make your pull request target  release/2.x  > - On next mockito version make your pull request target  master  > > _This block can be removed_ > _Something wrong in the template fix it here  .github/PULL_REQUEST_TEMPLATE.md    check list   - [ ] Read the [contributing guide](https://github.com/mockito/mockito/blob/release/2.x/.github/CONTRIBUTING.md)  - [ ] PR should be motivated  i.e. what does it fix  why  and if relevant how  - [ ] If possible / relevant include an example in the description  that could help all readers        including project members to get a better picture of the change  - [ ] Avoid other runtime dependencies  - [ ] Meaningful commit history   intention is important please rebase your commit history so that each        commit is meaningful and help the people that will explore a change in 2 years  - [ ] The pull request follows coding style  - [ ] Mention  Fixes #<issue number>  in the description _if relevant_  - [ ] At least one commit should mention  Fixes #<issue number>  _if relevant_,
1,0,0,1,0,1,0,1,0,0,0,1,Kurt Alfred Kluever, 1818,1,1,0,1,0,0,1,1,0,0,1,1, Add Duration overloads. Fixes #1815, Add new  java.time.Duration -based public APIs to  Mockito    After   and  Timeout  and deprecate the corresponding  long -based public APIs. Plumb those  Duration  instances through the internals of Mockito.,
1,0,0,0,0,1,0,1,0,0,0,0,Christoph Wagner, 1720,0,0,0,1,0,0,0,1,0,0,0,1, Add missing  be  in javadoc, nan,
